"TIME","GEO","UNIT","ISCED11","SEX","DEG_URB","AGE","Value","Flag and Footnotes"
"2019","Luxembourg","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","32.3",""
"2019","Luxembourg","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","41.0",""
"2019","Hungary","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","20.0",""
"2019","Hungary","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","80.0",""
"2019","Hungary","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","57.6",""
"2019","Hungary","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","22.5",""
"2019","Malta","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","38.8",""
"2019","Malta","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","61.2",""
"2019","Malta","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","34.2",""
"2019","Malta","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","27.0",""
"2019","Netherlands","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","25.5","b"
"2019","Netherlands","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","74.5","b"
"2019","Netherlands","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","39.7","b"
"2019","Netherlands","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","34.8","b"
"2019","Austria","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","18.7",""
"2019","Austria","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","81.3",""
"2019","Austria","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","50.2",""
"2019","Austria","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","31.1",""
"2019","Poland","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","13.3",""
"2019","Poland","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","86.7",""
"2019","Poland","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","58.5",""
"2019","Poland","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","28.2",""
"2019","Portugal","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","47.6",""
"2019","Portugal","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","52.4",""
"2019","Portugal","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","28.7",""
"2019","Portugal","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","23.8",""
"2019","Romania","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","25.1",""
"2019","Romania","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","74.9",""
"2019","Romania","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","58.9",""
"2019","Romania","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","16.0",""
"2019","Slovenia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","15.8",""
"2019","Slovenia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","84.2",""
"2019","Slovenia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","54.9",""
"2019","Slovenia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","29.3",""
"2019","Slovakia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","14.5",""
"2019","Slovakia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","85.5",""
"2019","Slovakia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","62.3",""
"2019","Slovakia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","23.1",""
"2019","Finland","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","16.9",""
"2019","Finland","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","83.1",""
"2019","Finland","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","44.6",""
"2019","Finland","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","38.5",""
"2019","Sweden","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","20.8",""
"2019","Sweden","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","79.2",""
"2019","Sweden","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","41.5",""
"2019","Sweden","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","37.8",""
"2019","Iceland","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","27.6",""
"2019","Iceland","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","72.4",""
"2019","Iceland","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","34.6",""
"2019","Iceland","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","37.7",""
"2019","Norway","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","23.7",""
"2019","Norway","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","76.3",""
"2019","Norway","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","38.6",""
"2019","Norway","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","37.7",""
"2019","Switzerland","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","16.5",""
"2019","Switzerland","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","83.5",""
"2019","Switzerland","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","44.9",""
"2019","Switzerland","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","38.6",""
"2019","United Kingdom","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","19.1",""
"2019","United Kingdom","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","80.9",""
"2019","United Kingdom","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","40.2",""
"2019","United Kingdom","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","40.6",""
"2019","Montenegro","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","17.4",""
"2019","Montenegro","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","82.6",""
"2019","Montenegro","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","60.7",""
"2019","Montenegro","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","21.8",""
"2019","North Macedonia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","30.6",""
"2019","North Macedonia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","69.4",""
"2019","North Macedonia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","51.0",""
"2019","North Macedonia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","18.3",""
"2019","Serbia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","22.1",""
"2019","Serbia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","77.9",""
"2019","Serbia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","57.3",""
"2019","Serbia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","20.6",""
"2019","Turkey","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","60.5",""
"2019","Turkey","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","39.5",""
"2019","Turkey","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","21.1",""
"2019","Turkey","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","18.4",""
"2020","Belgium","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","25.0",""
"2020","Belgium","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","75.0",""
"2020","Belgium","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","37.4",""
"2020","Belgium","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","37.6",""
"2020","Bulgaria","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","21.5",""
"2020","Bulgaria","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","78.5",""
